7401,7038,7038,0.000274181365967,0.00186204910278,0.510934114456
7514,7376,7166,0.000230073928833,0.00236010551453,0.531618118286
7797,7399,7460,0.000319004058838,0.00219011306763,0.538409948349
8423,8014,8003,0.000235080718994,0.00291204452515,0.538965940475
8048,7835,7821,0.000316858291626,0.00158500671387,0.51988697052
9196,9045,8570,0.000481128692627,0.00113105773926,0.553753137589
7012,6753,6590,0.000295877456665,0.00065279006958,0.442498922348
8879,8627,8473,0.000416040420532,0.00101780891418,0.519147872925
555,527,528,0.00627207756042,1.7707529068,5.61235594749
156,140,142,0.00131106376648,0.0154070854187,1.2377281189
1360,1305,1291,0.00043797492981,0.00905203819275,0.795980215073
1221,1148,1111,0.000431060791016,0.00911784172058,0.80081319809
1368,1290,1273,0.000432968139648,0.00926089286804,0.80924487114
1696,1627,1619,0.00131893157959,0.0158658027649,1.25253200531
1771,1628,1569,0.00132703781128,0.01553606987,1.24427700043
1658,1487,1488,0.00132012367249,0.0155920982361,1.23902916908
